manufacturers_id	name	description	room_image_url	warranty
310	Santa Cruz	Mirabella is the latest creative work from Shaw Living. It's a globally inspired collection of 66 rugs that draws styling inspiration from fashions, cultures and ports from all over the world both ancient and modern. Color is what makes this collection stand apart from the rest. Shaw's new ombre yarn dyeing technique makes coordinating colors easier than ever. But most importantly, the ombre dyeing technique produces a color palette that is more colorful, vibrant, and dimensional than ever seen before in machine-woven rugs. Simplicity and casual elegance best describe the mood of the collectioAstounding Color and Style... Incredible Value. EverToucShaw Living offers a one year warranty against manufacturing defects of area rug products.
311	Johari	Cool is the only word for it.  Although you might add dynamic and chic.  Loft is a line of luxurious hand-crafted rugs of exciting contemporary and transitional design.  The rugs are completely hand-tufted, offering the fine detailing of hand-carved accents, modern oversized motifs, and a wide range of colorations within the modern color palette.  Made of polyester fiber, these rugs have a remarkable resemblance to wool at an exceptional price.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
312	Pueblo	Inspired by the simplicity and beauty of nature,Timber Creek is the latest in renowned artist Phillip Crowe's love of wildlife and the great outdoors.  The collection features rugs spotlighting Phillip Crowe's love of wildlife and the great outdoors and featuring the distinct styling of the Arts and Crafts erea.  Boasting natural textures, and make from machine-woven olefin, the rugs in the Phillip Crowe collection were designed to meet the overwhelming demand for rustic, outdoor looks.  The color palette draws inspiration from nature with rich reds, warm neutrals, as well as folds, soft greens, and accents of eggplant, brown, and vintage blue.  The beauty of nature is complemented even further through touches of onyx and beige.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
313	Bodini	High-fashion floor covering is taken to a whole new level with Shaw Living's newest shag collection, Encore. Unlike most standard shag constructions, Encore rugs are woven rather than tufted. This technique sets them apart by allowing for more complexity in both design and color. The collection includes an array of gorgeous transitional and contemporary designs in two colorways. A rich earthy palette of red, spice, chocolate brown and gold is certain to warm up your space. If cool and serene is needed, this collection offers a contemporary palette of navy, grey, aqua and beige. A mixture of Polyester/Olefin high and low luster yarns create depth, texture and shine. Fiber content can vary by style, please refer to manufacturing label for exact fiber content.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
314	Medallion Veggies	Add warmth and welcome to your home with a rug from Reflections.  Composed of exquisitely drawn, colorful and casual motifs, Reflections range in origin from the charm of rustic Tuscany to the bold flavors of contemporary kitchen designs.  The colors, while based on a classic palette, are bold, saturated, vibrant and current.  These colors are blended in such a way to create the look of a painting while also adding texture and dimension to each design.  These rugs can truly be described as a collection of artwork for your floor.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
315	Genoa	Mirabella is the latest creative work from Shaw Living. It's a globally inspired collection of 66 rugs that draws styling inspiration from fashions, cultures and ports from all over the world both ancient and modern. Color is what makes this collection stand apart from the rest. Shaw's new ombre yarn dyeing technique makes coordinating colors easier than ever. But most importantly, the ombre dyeinAstounding Color and Style... Incredible Value. EverToucShaw Living offers a one year warranty against manufacturing defects of area rug products.asual elegance best describe the mood of the collection.
316	Swirl	Relaxed, easy-to-live-with styling ensures the rugs of this collection will inspire pleasant daydreams. The traditional, transitional, contemporary, and floral styles of this collection are rendered in lively colors with a distinctive golden warmth. Woven of olefin in a double point construction for extraordinary value, durability, and easy care, these rugs add warmth to any room.  2002 Shaw RugShaw Living offers a one year warranty against manufacturing defects of area rug products.
317	Majesty	An alluring new collection of rugs, Inspired Design infuses a modern sense of warmth and sophistication into today's casual interiors.  The heavy hand of this premium-quality olefin firmly establishes Inspired Design as a benchmark in value.  The color palette is vibrant, powerful, and inviting.  And so it the look-the collection's relaxed elegance comes from the juxtaposition of 20th  century contemporary design with classics from the archives of antiquity.  Contemporary, transitional, traditional.  It's all there, creating welcome value and high style for everyone.  Machine woven in the U.S.A. and available for immediate delivery.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
318	Abstracted Leaf	The Tommy Bahama Home nylon rug collection brings together Caribbean warmth and casual elegance in golden sunwashed color palettes.  Lush green palms, historical and coastal persians, Made in the U.S.A. of Shaw's EverTouch recyclable nylon.  Available for immediate shipment.offers.     Shaw Living offers a one year warranty against manufacturing defects of area rug products.
319	Tapestry Garden	The Tommy Bahama Home nylon rug collection brings together Caribbean warmth and casual elegance in golden sunwashed color palettes.  Lush green palms, historical and coastal persians, Made in the U.S.A. of Shaw's EverTouch recyclable nylon.  Available for immediate shipment.offers.     Shaw Living offers a one year warranty against manufacturing defects of area rug products.
320	Domingo	Mirabella is the latest creative work from Shaw Living. It's a globally inspired collection of 66 rugs that draws styling inspiration from fashions, cultures and ports from all over the world both ancient and modern. Color is what makes this collection stand apart from the rest. Shaw's new ombre yarn dyeing technique makes coordinating colors easier than ever. But most importantly, the ombre dyeinAstounding Color and Style... Incredible Value. EverToucShaw Living offers a one year warranty against manufacturing defects of area rug products.asual elegance best describe the mood of the collection.
321	Danforth	Century is inspired by the elegant styles and timeless colors of centuries past.  Classic Persian Designs are reborn in exquisite detail and woven in the comfort of today's soft, modern olefin yarn.  The new color palette draws inspiration from antiquity with rich reds, warm neutrals, golds, soft greens, and accents of eggplant, brown and vintage blue.  The overall rich patina of this collection ensures beauty and longevity.  2005 Shaw		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
322	Chateau	Offering a wide assortment of patterns, the Accents collection features a common color palette that blends earthy shades with vibrant jewel tones that's warm, soothing, and inviting. Accents covers the gamut of interior design themes: retro modern looks, organic and nature motifs; Asian and Sante Fe styles; sleek, bold, modern stripes and geometrics; rhythmic transitional images; and classic European and Persian influences. Whether its tropical fronds or a new twist on animal skins, you'll find today's hottest designs. So you can choose traditional or contemporary or anything in between. Machine woven of olefin fiber, the collection has a buttery-soft finish that inherently resists soil and stains and is fade resistant-all of which mean lasting beauty and performance.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
323	Morningside	Jack Nicklaus's legendary career spans more than 40 years with 100 worldwide titles, including a record 20 major championships. Jack strives for excellence in every aspect of his life, from his award-winning golf course designs to his latest home accent and furniture designs with Drexel Heritage.  These designs, in our best wool quality, capture that same dedication to traditional excellence and perfection. The 18th century Persian designs are rich in tradition and authenticity using color combinations that fit today's lifestyles and color direction. The florals are from 18th century Europe and possess the same timeless antique quality and attention to detail as the Persian designs. This collection's attention to every detail and harmonious color is as legendary as the man whose life inspired it.  2002 Golden Bear International, Inc.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
324	Chloe	Shaw Living announces Concepts, a woven collection of fashion rugs in beautiful new colors.  The styling is undoubtedly eclectic, incorporating the latest fashion colors of modern interiors wiThis entry-level collection of wovens is casual.  But it's three most prominent aspects, in order of importance, are...color, color, and color.  In fact, the best way to describe Concepts is to say that it's colorfully neutral.  Brown is the anchor color of the palette, which also features a light neutral beige,wheat gold, a soft neutral light green, robin's egg blue, taupe, soft coral, and a brick red.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
325	Safari Leaves	Lifestyle Designer Kathy Ireland expresses her casual and on trend approach to home interiors with the Kathy Ireland Home Collection.  The mission is   finding solutions for families, especially busy moms. This extremely popular collection is inspired by Kathy's travels all over the world and embraced by millions of families.  Kathy's trusted design insight, beautiful color palette and unique styles have made her well-established Essentials rugs our company's best selling collection to date. Machine-crafted of plush 100% olefin in a Wilton woven construction, Essentials rugs are available in a wide range of sizes, including oversized, round and squares, as well as runners. Comfortable, inviting and touchable, these rugs make decorating easy because they work for a wide range of home decors.     2000-2004 Shaw Living		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
326	Snowflakes	Wonder.  Sparkle.  Celebration.  Our holiday collection takes both classic and contemporary approaches to the season-with whimsical illustrations, nature-inspired motifs, and homespun decorative details.  The contemporary designs have modern flair with a certain opulence and sophistication, while the classic designs use traditional festive imagery for a timeless look.  The deep-toned palette is wonderfully familiar yet fresh, focusin on red, green, antique gold, white, and black.  Made in the USA of 100% printed recyclable nylon.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
327	Bear Country	Add warmth and welcome to your home with a rug from Reflections.  Composed of exquisitely drawn, colorful and casual motifs, Reflections range in origin from the charm of rustic Tuscany to the bold flavors of contemporary kitchen designs.  The colors, while based on a classic palette, are bold, saturated, vibrant and current.  These colors are blended in such a way to create the look of a painting while also adding texture and dimension to each design.  These rugs can truly be described as a collection of artwork for your floor.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
328	Holiday Wreath	Wonder.  Sparkle.  Celebration.  Our holiday collection takes both classic and contemporary approaches to the season-with whimsical illustrations, nature-inspired motifs, and homespun decorative details.  The contemporary designs have modern flair with a certain opulence and sophistication, while the classic designs use traditional festive imagery for a timeless look.  The deep-toned palette is wonderfully familiar yet fresh, focusin on red, green, antique gold, white, and black.  Made in the USA of 100% printed recyclable nylon.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
329	Almeria	Mirabella is the latest creative work from Shaw Living. It's a globally inspired collection of 66 rugs that draws styling inspiration from fashions, cultures and ports from all over the world both ancient and modern. Color is what makes this collection stand apart from the rest. Shaw's new ombre yarn dyeing technique makes coordinating colors easier than ever. But most importantly, the ombre dyeinAstounding Color and Style... Incredible Value. EverToucShaw Living offers a one year warranty against manufacturing defects of area rug products.asual elegance best describe the mood of the collection.
Attitudes collection dazzles with stylish introductions suitable for baby to teen.  Beautiful yet budget-friendly, the kathy ireland Home Young Attitudes collection offers bold geometrics with circles and stripes as well as inspiring rugs featuring oversized florals, cartoon-like dinosaurs, cars and airplanes, whimsical swirls and even a luau-theme.  The imagination is set free with this creative collection. Made in the USA of printed, recyclable nylon.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
331	Bazaar	Inspire is a vivacious collection of transitional and contemporary designs.  Featuring vibrant coloring and bold pattern, this fashionable group is young, modern, and on-trend.  The palette is of sophisticated muted neutrals with bright pops of peacock teal, green, and purple...plus the ever-popular gold and silver tones that work so well in so many settings.  Color mixing and gradients are often incorporated into the designs to create added texture, visual interest, and a wide range of hues.  Rugs in the Inspire collection are made from ClearTouch fiber, which is ultra-soft, cozy, and naturally stain resistant.  ClearTouch fiber has great color clarity, and it's made with recycled soda bottles--so you feel good about every aspect of your beautiful rug.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
332	Weaver's Blanket	For over four decades Bob Timberlake has awed the world with his immense talent for realistic painting.  Inspired by the simplistic beauty found in everyday rural southern liviBob Timberlake and Shaw Living haver partnered and interpreted those same inspirations used in his paintings into rug design.  This collection is a celebration of a slower pace, a sense of history and an apprciation of nature.  While a beautiful addition to any decor, these rugs are also a reminder to sit back, relax and enjoy the ordinary in life.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
Attitudes collection dazzles with stylish introductions suitable for baby to teen.  Beautiful yet budget-friendly, the kathy ireland Home Young Attitudes collection offers bold geometrics with circles and stripes as well as inspiring rugs featuring oversized florals, cartoon-like dinosaurs, cars and airplanes, whimsical swirls and even a luau-theme.  The imagination is set free with this creative collection. Made in the USA of printed, recyclable nylon.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
334	Jillies Tapestry	Top selling kathy ireland Home International First Lady expands with 10 exciting new rugs.  Warm and rich in their combinations, the traditional designs express exquisite details and antique qualities that will embellish the decor in your home and add a sophisticated brilliance to any room.  The inviting color palette consists of vivid reds, deep corals, warm greens, and is paired with glowing brown and turquoise blue.  Machine woven in the U.S.A. with Shaw's EverTouch recyclable nylon, each rug is remarkably soft, luxurious and durable.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
335	Henley	Taking full advantage of modern tufting and printing technologies, Centre Street is a unique textural collection featuring a cut-and-loop recyclable nylon base which yields extra depth of color and dimensional interest.  The collection's contemporary styling reflects the casual but dynamic look of today's fashions and fabrics.  Designs are influenced by modern trends, such as circles, blocks, stripes, and silhouettes of organic life, as well as by the Arts and Crafts movement.  And the colors cover the spectrum--from lusciously rich, dark jewel tones to soft, soothing neutrals.  Centre Street takes center stage ... and changes the face of fashion and value.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
Attitudes collection dazzles with stylish introductions suitable for baby to teen.  Beautiful yet budget-friendly, the kathy ireland Home Young Attitudes collection offers bold geometrics with circles and stripes as well as inspiring rugs featuring oversized florals, cartoon-like dinosaurs, cars and airplanes, whimsical swirls and even a luau-theme.  The imagination is set free with this creative collection. Made in the USA of printed, recyclable nylon.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
337	Bennington	Relaxed, easy-to-live-with styling ensures the rugs of this collection will inspire pleasant daydreams. The traditional, transitional, contemporary, and floral styles of this collection are rendered in lively colors with a distinctive golden warmth. Woven of olefin in a double point construction for extraordinary value, durability, and easy care, these rugs add warmth to any room.  2002 Shaw Rugs		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
338	Lilihan	This collection of exquisitely patterned, richly colored rugs reflects the essence of timeless beauty and style.  The artists of Nourison have devised patterns that evoke impressions of the skillful old-world artisans of Persia and Europe.  Each rug is Wilton woven in nylon, with a velvety luster.  Two distinctive antiqued color palettes created the look of fine antiques, in rugs with a luxurious hand and feel that is remarkably similar to wool.  This collection has been recognized with the Dealer's Choice Award for its Karabagh Linen and Vienna Beige designs, and an ADEX Award for Meshed Brick.  Antiquities...the legacy of the past brought vividly to life.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
339	Mum's the Word	Reflecting the vivid cultures of the Mediterranean, this collection presents a palette that's more luscious, vibrant, and dimensional than ever seen before in machine-woven rugs. What's more, the rich shadings within these designs give you great options in color coordination.  It's all thanks to Shaw's new ombre dyeing technique. We've taken centuries-old processes and carried them out through modern technology. The result? Deep, radiant colors that make your rooms sing. Woven in the U.S.A. from Shaw's EverTouch nylon, which offers outstanding softness, design flexibility, and durability--and it's completely recyclable!  The black has warm shades as well as cool tones of indigo, gunmetal, and gray. Intense reds range from deep burgundy to bright tomato. Blues include indigo, peacock, teal, denim, and periwinkle. Intoxicating greens showcase apple, mint, khaki, and spruce--and within the purple range are tones of wine, royal, blueberry, and plum. The brown is rich with shades of espresso, loden, chocolate, and walnut. And finally, the golds and beiges are tempered with warm and cool hues to evoke sophisticated elegance.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
340	Derby	Taking full advantage of modern tufting and printing technologies, Centre Street is a unique textural collection featuring a cut-and-loop recyclable nylon base which yields extra depth of color and dimensional interest.  The collection's contemporary styling reflects the casual but dynamic look of today's fashions and fabrics.  Designs are influenced by modern trends, such as circles, blocks, stripes, and silhouettes of organic life, as well as by the Arts and Crafts movement.  And the colors cover the spectrum--from lusciously rich, dark jewel tones to soft, soothing neutrals.  Centre Street takes center stage ... and changes the face of fashion and value.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
341	Garden Romance	Top selling kathy ireland Home International First Lady expands with 10 exciting new rugs.  Warm and rich in their combinations, the traditional designs express exquisite details and antique qualities that will embellish the decor in your home and add a sophisticated brilliance to any room.  The inviting color palette consists of vivid reds, deep corals, warm greens, and is paired with glowing brown and turquoise blue.  Machine woven in the U.S.A. with Shaw's EverTouch recyclable nylon, each rug is remarkably soft, luxurious and durable.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
Attitudes collection dazzles with stylish introductions suitable for baby to teen.  Beautiful yet budget-friendly, the kathy ireland Home Young Attitudes collection offers bold geometrics with circles and stripes as well as inspiring rugs featuring oversized florals, cartoon-like dinosaurs, cars and airplanes, whimsical swirls and even a luau-theme.  The imagination is set free with this creative collection. Made in the USA of printed, recyclable nylon.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
343	Franklin	A casual lifestyle collection, Modern Elements features transitional and contemporary designs in two distinctive printed color palettes. Dramatic, bold blocks and other geometric shapes are influenced by the Arts & Crafts period. Trendy stripes, diamond patterns and striking large scale designs bring understated hints of nature or add feisty southwestern sizzle to a room.  Constructed of nylon for easy care, Modern Elements offers freshness, relaxed styling and exceptional value for today's savvy consumers.  2003 Shaw Living		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
344	Addison	Taking full advantage of modern tufting and printing technologies, Centre Street is a unique textural collection featuring a cut-and-loop recyclable nylon base which yields extra depth of color and dimensional interest.  The collection's contemporary styling reflects the casual but dynamic look of today's fashions and fabrics.  Designs are influenced by modern trends, such as circles, blocks, stripes, and silhouettes of organic life, as well as by the Arts and Crafts movement.  And the colors cover the spectrum--from lusciously rich, dark jewel tones to soft, soothing neutrals.  Centre Street takes center stage ... and changes the face of fashion and value.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
345	Idyll	Shaw Living announces Concepts, a woven collection of fashion rugs in beautiful new colors.  The styling is undoubtedly eclectic, incorporating the latest fashion colors of modern interiors wiThis entry-level collection of wovens is casual.  But it's three most prominent aspects, in order of importance, are...color, color, and color.  In fact, the best way to describe Concepts is to say that it's colorfully neutral.  Brown is the anchor color of the palette, which also features a light neutral beige,wheat gold, a soft neutral light green, robin's egg blue, taupe, soft coral, and a brick red.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
346	Safari Floral	Shaw Living adds five new designs to the Kathy Ireland Home Jardin du Jour collection-an eclectic blend of floral and foliage motifs unified by a central Safari theme.  The color paleA charming collaboration between Shaw and Kathy Ireland, Jardin du Jour is based on Kathy's design inspiration - including a personal sketch, Safari Bamboo, based on her own travels and observations.  The collection perfectly suits her mission,  ...finding solutions for families, especially busy moms, because it's machine-woven olefin-very durable and easy to clean.  Even better, it's made in the USA and available for immediate delivery.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
347	Veranda	Woven Expressions is a new and extraordinary broadloom and area rug collection offered by Shaw Floors and the company's rug division, Shaw Living.  The first collaboration between the company's division's that features broadloom as well as coordinating area rugs and offers two levels of luxury, Platinum and Gold.  Both collections are woven of Marquesa Solution Dyed olefin, a synthetic fiber tWoven Expressions Platinum offers 1.5 million points of density per square meter with a color palette that is a modern and sophisticated presentation of mineral inspired hues that consists of Porcelain, Meadow Mist, Sterling (silver blue), Dark Cocoa, Dove (brownish-grey), and Almond.  These muted earth tones create a sense of harmony and tranquility within any space.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
348	Somerset House	Top selling kathy ireland Home International First Lady expands with 10 exciting new rugs.  Warm and rich in their combinations, the traditional designs express exquisite details and antique qualities that will embellish the decor in your home and add a sophisticated brilliance to any room.  The inviting color palette consists of vivid reds, deep corals, warm greens, and is paired with glowing brown and turquoise blue.  Machine woven in the U.S.A. with Shaw's EverTouch recyclable nylon, each rug is remarkably soft, luxurious and durable.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
349	Noel	Wonder.  Sparkle.  Celebration.  Our holiday collection takes both classic and contemporary approaches to the season-with whimsical illustrations, nature-inspired motifs, and homespun decorative details.  The contemporary designs have modern flair with a certain opulence and sophistication, while the classic designs use traditional festive imagery for a timeless look.  The deep-toned palette is wonderfully familiar yet fresh, focusin on red, green, antique gold, white, and black.  Made in the USA of 100% printed recyclable nylon.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
350	Horizons	Experience the softer side of modern design in a collection that balances old world traditions and today's style.  Haven's contemporary and transitional rugs give a nod to classic global influences...echoing traditions from around the world and throughout history.  In the wide palette of colors, muted earthy hues create soft ombre and painterly effects, while bold jewel tones add drama andHaven rugs are made from Shaw's EverTouch nylon, which offers outstanding softness, design flexibility, and durability--and it's completely recyclable!		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
351	Pond	Relaxed, easy-to-live-with styling ensures the rugs of this collection will inspire pleasant daydreams. The traditional, transitional, contemporary, and floral styles of this collection are rendered in lively colors with a distinctive golden warmth. Woven of olefin in a double point construction for extraordinary value, durability, and easy care, these rugs add warmth to any room.  2002 Shaw RugShaw Living offers a one year warranty against manufacturing defects of area rug products.
352	Wilmington	This collection of exquisitely patterned, richly colored rugs reflects the essence of timeless beauty and style.  The artists of Nourison have devised patterns that evoke impressions of the skillful old-world artisans of Persia and Europe.  Each rug is Wilton woven in nylon, with a velvety luster.  Two distinctive antiqued color palettes created the look of fine antiques, in rugs with a luxurious hand and feel that is remarkably similar to wool.  This collection has been recognized with the Dealer's Choice Award for its Karabagh Linen and Vienna Beige designs, and an ADEX Award for Meshed Brick.  Antiquities...the legacy of the past brought vividly to life.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
353	Affinity	The Affinity collection is a modern shag that has a broad appeal and the power to inspire. Matte and lustrous yarns combine to create sumptuous texture, while a range of beautiful colors add verve and excitement. Colors include youthful brights (anjou, cabaret, glacier, imperial, juniper and zest) to nature-inspired neutrals (ivory, sand, goldenrod, and thyme) to rich classics (onyx, cocoa and ruby). Machine tufted of soft, yet durable recyclable nylon allowing for easy care and cleaning. The style is colorfully, casually elegant... the value is surprising. Made in the U.S.A.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
354	Barcelona	Mirabella is the latest creative work from Shaw Living. It's a globally inspired collection of 66 rugs that draws styling inspiration from fashions, cultures and ports from all over the world both ancient and modern. Color is what makes this collection stand apart from the rest. Shaw's new ombre yarn dyeing technique makes coordinating colors easier than ever. But most importantly, the ombre dyeing technique produces a color palette that is more colorful, vibrant, and dimensional than ever seen before in machine-woven rugs. Simplicity and casual elegance best describe the mood of the collectioAstounding Color and Style... Incredible Value. EverToucShaw Living offers a one year warranty against manufacturing defects of area rug products.
355	Island Jewels	Shaw Living once again partners with Kathy Ireland to develop a special collection of rugs that celebrates the casual lifestyles of the coast.  Ohana Paradise features a new color palette that was created to coordinate seamlessly with the decor of coastal living.  Colors iinclude beige, soft golds and greens, oceanic blues, sandy taupes, and warm tones of coral reef and natural driftwood.  Designs are inspired by nautical seascapes, beach stripes, tonal shells, sailing graphics, exotic palms, island flowers, and animal prints.  Ohana Paradise offers inspirational styling options to everyone from contemporary to traditional.  Machine woven in the USA of durable, easy care olefin.  Available for immediate delivery.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
356	Karma	Taking full advantage of modern tufting and printing technologies, Centre Street is a unique textural collection featuring a cut-and-loop recyclable nylon base which yields extra depth of color and dimensional interest.  The collection's contemporary styling reflects the casual but dynamic look of today's fashions and fabrics.  Designs are influenced by modern trends, such as circles, blocks, stripes, and silhouettes of organic life, as well as by the Arts and Crafts movement.  And the colors cover the spectrum--from lusciously rich, dark jewel tones to soft, soothing neutrals.  Centre Street takes center stage ... and changes the face of fashion and value.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
357	Sapelo	Creating a new living space or updating an existing interior? Newport will coordinate beautifully.  The collection bridges the past with the present by fusing classic earth tones such as dove brown, silver, marina and green.  The result is a beautiful color palette that is casual, soothing, and serene. Collectively, the styling is contemporary and transitional with design inspiration drawn from historical ikat, Native American textiles, larger-than-life florals, organic circles layered with transparent patterns, modern geometrics, as well as retro modern 20th century design.  Machine woven in the USA of 100% olefin which is durable, fade resistant, and offers easy care and cleaning.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
358	Avondale	An alluring new collection of rugs, Inspired Design infuses a modern sense of warmth and sophistication into today's casual interiors.  The heavy hand of this premium-quality olefin firmly establishes Inspired Design as a benchmark in value.  The color palette is vibrant, powerful, and inviting.  And so it the look-the collection's relaxed elegance comes from the juxtaposition of 20th  century contemporary design with classics from the archives of antiquity.  Contemporary, transitional, traditional.  It's all there, creating welcome value and high style for everyone.  Machine woven in the U.S.A. and available for immediate delivery.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
359	Hampton Court	Top selling kathy ireland Home International First Lady expands with 10 exciting new rugs.  Warm and rich in their combinations, the traditional designs express exquisite details and antique qualities that will embellish the decor in your home and add a sophisticated brilliance to any room.  The inviting color palette consists of vivid reds, deep corals, warm greens, and is paired with glowing brown and turquoise blue.  Machine woven in the U.S.A. with Shaw's EverTouch recyclable nylon, each rug is remarkably soft, luxurious and durable.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
360	Stone Path	Exciting and new, Tranquility showcases transitional and soft contemporary styles.  From spa-like florals to whimsical curves, this collection offers peace of mind and soul.  BeautifulTranquility also makes decorating your space easy with a palette of cool shades of beige, silvery gray, taupe, fresh green, tobacco brown, amethyst, and midtone blue.  Machine woven in the U.S.A. of 100% durable olefin with a slight textured look, which is fade resistant, and easy to clean.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
361	Broadway	Shaw Living announces Concepts, a woven collection of fashion rugs in beautiful new colors.  The styling is undoubtedly eclectic, incorporating the latest fashion colors of modern inteThis entry-level collection of wovens is casual.  But it's three most prominent aspects, in order of importance, are...color, color, and color.  In fact, the best way to describe Concepts is to say that it's colorfully neutral.  Brown is the anchor color of the palette, which also features a light neutral beige,wheat gold, a soft neutral light green, robin's egg blue, taupe, soft coral, and a brick red.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
362	Palatial Palms	The Tommy Bahama Home nylon rug collection brings together Caribbean warmth and casual elegance in golden sunwashed color palettes.  Lush green palms, historical and coastal persians, Made in the U.S.A. of Shaw's EverTouch recyclable nylon.  Available for immediate shipment.offers.     Shaw Living offers a one year warranty against manufacturing defects of area rug products.
363	Alexandria	Renaissance marks a rebirth of design, color and value in the area rug market.  It's here that the practicality and softness of Shaw's EverTouch nylon and the aesthetic natural quality of antique carpets come together in a single collection of fine rugs that, undoubtedly, blurs the line between handmade and machine-made.  The majority of the collection is traditional, with a representation of casual transitionals and contemporaries.  Each style creates a new expectation, a new benchmark, a new sophistication, and redefines what world class styling is and should be.  The colors in this collection combine the neutral tones of antique carpets with the punch of today's most influential accent colors to coordinate with more fabrics, more often.  With the introduction of the Renaissance collection, the standard by which we judge the beauty and value of machine-made has been set.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
364	Casanova	Shaw Living announces Concepts, a woven collection of fashion rugs in beautiful new colors.  The styling is undoubtedly eclectic, incorporating the latest fashion colors of modern inteThis entry-level collection of wovens is casual.  But it's three most prominent aspects, in order of importance, are...color, color, and color.  In fact, the best way to describe Concepts is to say that it's colorfully neutral.  Brown is the anchor color of the palette, which also features a light neutral beige,wheat gold, a soft neutral light green, robin's egg blue, taupe, soft coral, and a brick red.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
365	Tempo	Modern and upbeat, Impressions is our premier collection of stunning transitional and contemporary designs.  The boldly colored collection of 24 sophisticated patterns and distinctive motifs, from organic to geometric, is further embellished with a carving effect which adds unique dimension and value, beyond all other contemporary products.  The actual hi-lo weaving technique that gives this visual and tactile contour to the surface of the rug intensifies the depth and richness of the rug's design elements.  The lustrous olefin yarn, with a buttery-soft hand, enhances the dimensional quality of the collection.  Machine crafted of plush olefin fiber in a Wilton woven construction.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
366	South Beach	A casual lifestyle collection, Modern Elements features transitional and contemporary designs in two distinctive printed color palettes. Dramatic, bold blocks and other geometric shapes are influenced by the Arts & Crafts period. Trendy stripes, diamond patterns and striking large scale designs bring understated hints of nature or add feisty southwestern sizzle to a room.  Constructed of nylon for easy care, Modern Elements offers freshness, relaxed styling and exceptional value for today's savvy consumers.  2003 Shaw Living		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
367	Dresden	Cool is the only word for it.  Although you might add dynamic and chic.  Loft is a line of luxurious hand-crafted rugs of exciting contemporary and transitional design.  The rugs are completely hand-tufted, offering the fine detailing of hand-carved accents, modern oversized motifs, and a wide range of colorations within the modern color palette.  Made of polyester fiber, these rugs have a remarkable resemblance to wool at an exceptional price.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
368	Hearthside	For over four decades Bob Timberlake has awed the world with his immense talent for realistic painting.  Inspired by the simplistic beauty found in everyday rural southern living, he cBob Timberlake and Shaw Living haver partnered and interpreted those same inspirations used in his paintings into rug design.  This collection is a celebration of a slower pace, a sense of history and an apprciation of nature.  While a beautiful addition to any decor, these rugs are also a reminder to sit back, relax and enjoy the ordinary in life.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
